PE-PROD-06,Producto,N1,D1,B1,75.50,100,C1,,,,,,,PE,Exito,Actualizar solo precio
PE-PROD-07,Producto,N1,D1,B1,35.00,999,C1,,,,,,,PE,Exito,Actualizar solo stock
PE-PROD-08,Producto,N1,D1,B1,125.99,250,C1,,,,,,,PE,Exito,Crear con todos los campos completos
PW-CLI-01,Cliente,BN1,,,,,,EM1,TD1,A1,,,,Pairwise,Exito,Crear cliente valido completo
PW-CLI-02,Cliente,BN1,,,,,,EM1,TD1,A2,,,,Pairwise,Exito,Crear cliente sin direccion
PW-CLI-03,Cliente,BN1,,,,,,EM1,TD1,A3,,,,Pairwise,Exito,Crear cliente con direccion larga
PW-CLI-04,Cliente,BN3,,,,,,EM1,TD1,A3,,,,Pairwise,Exito,Crear cliente con nombre largo
PW-CLI-05,Cliente,BN1,,,,,,EM1,TD1,A1,,,,Pairwise,Exito,Crear cliente con email largo
PW-CLI-06,Cliente,BN1,,,,,,EM1,TD1,A1,,,,Pairwise,Exito,Combinacion pairwise 6
PW-CLI-07,Cliente,BN2,,,,,,EM1,TD1,A1,,,,Pairwise,Error,Crear sin nombre - debe fallar
PW-CLI-08,Cliente,BN1,,,,,,EM2,TD1,A1,,,,Pairwise,Error,Crear sin email - debe fallar
PW-CLI-09,Cliente,BN1,,,,,,EM1,TD1,A1,,,,Pairwise,Exito,Actualizar cliente valido
PW-CLI-10,Cliente,BN1,,,,,,EM1,TD1,A2,,,,Pairwise,Exito,Actualizar sin direccion
PW-CLI-11,Cliente,BN1,,,,,,EM1,TD1,A1,,,,Pairwise,Exito,Actualizar nuevo email
PW-CLI-12,Cliente,BN1,,,,,,EM1,TD1,A3,,,,Pairwise,Exito,Actualizar con direccion larga
PW-CLI-13,Cliente,BN1,,,,,,EM1,TD1,A1,,,,Pairwise,Exito,Actualizacion completa
PW-CLI-14,Cliente,BN1,,,,,,EM1,TD1,A1,,,,Pairwise,Exito,Actualizacion final
BVA-CLI-01,Cliente,1char,,,,,,EM1,TD1,A1,,,,BVA,Exito,Nombre 1 caracter (minimo)
BVA-CLI-02,Cliente,100chars,,,,,,EM1,TD1,A1,,,,BVA,Exito,Nombre 100 caracteres (maximo)
BVA-CLI-03,Cliente,BN1,,,,,,EM1,7digs,A1,,,,BVA,Exito,Documento 7 digitos (minimo)
BVA-CLI-04,Cliente,BN1,,,,,,EM1,15digs,A1,,,,BVA,Exito,Documento 15 digitos (maximo)
BVA-CLI-05,Cliente,BN1,,,,,,min@b.co,TD1,A1,,,,BVA,Exito,Email formato minimo valido
BVA-CLI-06,Cliente,BN1,,,,,,EM1,TD1,A2,,,,BVA,Exito,Direccion vacia (opcional)
PE-CLI-01,Cliente,BN1,,,,,,EM1,TD4,A1,,,,PE,Error,Crear con documento duplicado - debe fallar
PE-CLI-02,Cliente,BN1,,,,,,EM1,TD1,A1,,,,PE,Exito,Eliminar cliente (borrado logico)
PE-CLI-03,Cliente,BN1,,,,,,EM1,TD1,A1,,,,PE,Exito,Listar clientes activos (minimo 3)
PE-CLI-04,Cliente,BN1,,,,,,EM1,TD1,A1,,,,PE,Exito,Actualizar manteniendo documento unico propio
PE-CLI-05,Cliente,BN1,,,,,,complejo@sub.dom.com,TD1,A1,,,,PE,Exito,Crear con email formato complejo valido
PE-CLI-06,Cliente,BN1,,,,,,EM1,TD1,A1,,,,PE,Exito,Crear con todos los campos completos
PW-SALES-01,Ventas,,,,,,,,,,,CL1,PR1,QT1,PG1,Pairwise,Exito,Venta 1 producto pago exacto
PW-SALES-02,Ventas,,,,,,,,,,,CL1,PR1,QT2,PG2,Pairwise,Exito,Venta 1 producto con cambio
PW-SALES-03,Ventas,,,,,,,,,,,CL1,PR2,QT1,PG2,Pairwise,Exito,Venta 2 productos diferentes
PW-SALES-04,Ventas,,,,,,,,,,,CL1,PR3,QT2,PG2,Pairwise,Exito,Venta multiples productos
PW-SALES-05,Ventas,,,,,,,,,,,CL1,PR3,QT2,PG2,Pairwise,Exito,Venta productos diferentes categorias
PW-SALES-06,Ventas,,,,,,,,,,,CL1,PR1,QT3,PG2,Pairwise,Exito,Venta cantidad alta 1 producto
PW-SALES-07,Ventas,,,,,,,,,,,CL1,PR1,QT1,PG1,Pairwise,Exito,Venta monto exacto sin cambio
PW-SALES-08,Ventas,,,,,,,,,,,CL1,PR3,QT2,PG2,Pairwise,Exito,Venta 4 productos lacteos
PW-SALES-09,Ventas,,,,,,,,,,,CL1,PR1,QT1,PG2,Pairwise,Exito,Venta con cambio grande
PW-SALES-10,Ventas,,,,,,,,,,,CL1,PR3,QT2,PG2,Pairwise,Exito,Venta 5 productos diferentes
PE-SALES-01,Ventas,,,,,,,,,,,CL1,PR1,QT1,PG2,PE,Exito,Venta simple minima
PE-SALES-02,Ventas,,,,,,,,,,,CL1,PR3,QT3,PG2,PE,Exito,Venta compleja multiples productos
